id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree canopy symptoms,field:optional - did the tree have heat damage,field:percent canopy affected (%),field:dieback percent,field:number of additional unhealthy trees (of same species) in area (within sight),field:percent of trees (of same species) within sight that are unhealthy,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - site type,field:optional - site/location description,field:optional - site/area disturbance level,field:optional - site hydrology,field:optional - access to water,field:optional - slope position,field:optional - were there any other unhealthy plant species on the site?,field:optional - timing of symptoms estimate,field:optional - estimated time spent to make this observation (# of minutes),field:optional - can we follow up with you?,field:tree number (from google map) if applicable,field:notes
119136167,2022-05-28 14:38:03-07:00,2022-05-28,2022-05-28 21:38:03 UTC,Pacific Time (US & Canada),2097040,swanbird,,2022-05-28 21:40:34 UTC,2022-05-31 19:10:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/119136167,https://inaturalist-open-data.s3.amazonaws.com/photos/201448769/medium.jpg,,"","",1,0,false,3,"Lincoln Park, Seattle, WA, US",47.5296793706,-122.3991026886,1068,,,,1068,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,No selection,tree is dead,,1,0,Not sure,No selection,Medium (can wrap arms around trunk),No Selection,No Selection,No Selection,Upland or well drained,Not sure,No selection,No selection,No selection,"",No Selection,,""
119137548,2022-05-28 14:42:13-07:00,2022-05-28,2022-05-28 21:42:13 UTC,Pacific Time (US & Canada),5667440,dnc,,2022-05-28 21:50:02 UTC,2022-06-02 18:00:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/119137548,https://inaturalist-open-data.s3.amazonaws.com/photos/201363724/medium.jpg,,"","",2,0,false,3,"View Ridge Dr, Everett, WA, US",47.9606944649,-122.2336131441,4,,,,4,,open,false,,,,Snohomish,Washington,United States,Washington,Snohomish,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",,0,0,No,No selection,Very Large (would take many people to wrap arms around trunk),Urban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Upland or well drained,No selection,Middle of a slope,No selection,No selection,5,Yes,,""
119370152,2022/05/29 12:48 PM,2022-05-29,2022-05-29 19:48:00 UTC,America/Vancouver,2015364,jey42,,2022-05-30 04:06:47 UTC,2022-06-13 19:21:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/119370152,https://inaturalist-open-data.s3.amazonaws.com/photos/201781722/medium.jpeg,,"","",2,0,false,,"Alberni-Clayoquot, BC, Canada",48.951565,-124.690765,,,,,,,open,false,,,,Alberni-Clayoquot,British Columbia,Canada,British Columbia,Alberni-Clayoquot,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",,0,0,No,No selection,Large (too big to wrap arms around trunk),Rural,Inside a forest canopy,"Low - fairly natural, not much development","Wetland, lots of water",Tree has access to water year round (watered in summer or near permanent water source),Floodplain or valley bottom,No,This is the first time I have seen this tree,180,Yes,,Large tree in closed canopy (mixed conifer) close to lake shore. Near a hiking trail that uses old logging roads through mature 2nd growth forest.
119380392,2022-05-28 11:59:12-07:00,2022-05-28,2022-05-28 18:59:12 UTC,America/Vancouver,3765174,bcrobyn,Robyn Hanson,2022-05-30 06:24:21 UTC,2022-06-03 00:47:03 UTC,research,,https://www.inaturalist.org/observations/119380392,https://static.inaturalist.org/photos/201802105/medium.jpg,,"","",1,0,false,3,"Northeast, Coquitlam, BC, CA",49.30215,-122.6962883333,10,,,,10,,open,false,,,,Greater Vancouver,British Columbia,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",,0,"",Not sure,No selection,Very Large (would take many people to wrap arms around trunk),No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,"",No Selection,,""
119380904,2022-05-28 12:22:50-07:00,2022-05-28,2022-05-28 19:22:50 UTC,America/Vancouver,3765174,bcrobyn,Robyn Hanson,2022-05-30 06:31:52 UTC,2022-06-03 18:12:48 UTC,research,,https://www.inaturalist.org/observations/119380904,https://static.inaturalist.org/photos/201803116/medium.jpg,,"","",1,0,false,3,"Northeast, Coquitlam, BC, CA",49.3003383333,-122.6919866667,10,,,,10,,open,false,,,,Greater Vancouver,British Columbia,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",,0,"",Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,"",No Selection,,""
119537068,2022-05-28,2022-05-28,,Pacific Time (US & Canada),5685768,amh_,,2022-05-31 03:18:36 UTC,2022-05-31 13:56:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/119537068,https://inaturalist-open-data.s3.amazonaws.com/photos/202083153/medium.jpeg,,"",,1,0,false,,Whatcom Creek,48.755393,-122.425045,,,,,,,open,false,,,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Not Sure,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Small (can wrap hands around trunk),Not Sure,Inside a forest canopy,Not Sure,Upland or well drained,Tree has access to water year round (watered in summer or near permanent water source),Lower slope,Not sure,This is the first time I have seen this tree,5,Yes,,
119686002,2022-05-31,2022-05-31,,Pacific Time (US & Canada),5755650,chuyelver69,,2022-06-01 03:16:35 UTC,2023-02-06 03:32:57 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/119686002,https://inaturalist-open-data.s3.amazonaws.com/photos/202355665/medium.png,,"","",0,0,true,,"King County, US-WA, US",47.658183,-122.307138,11,,,,11,,,false,,,,King,Washington,United States,Washington,King,,Tracheophyta,vascular plants,Plantae,211194,Healthy,No selection,"Healthy, no dieback(0%)",,0,,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,
119752480,2022-05-29 19:34:59-07:00,2022-05-29,2022-05-30 02:34:59 UTC,America/Vancouver,1494532,angelique_k,Angelique,2022-06-01 16:32:21 UTC,2022-06-17 18:42:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/119752480,https://inaturalist-open-data.s3.amazonaws.com/photos/202475238/medium.jpg,,"","Amanita (Panthercap) http://www.inaturalist.org/observations/119748574 below - note thin wiry leaves, egg shaped cones developing. Very old. ",1,0,false,3,"Prospect Lake Rd, Saanich, BC, CA",48.5016868684,-123.4461083905,22,,,,22,,open,false,,,"Saanich, British Columbia",Capital,British Columbia,Canada,British Columbia,Capital,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",,0,"",No,"Fungal Activitiy (mycelial fans, bleeding cankers, mushrooms at base, or conks on trunk)",Large (too big to wrap arms around trunk),Rural,Forest edge,"Medium (moderately used trails, etc)",Other,Tree has access to water year round (watered in summer or near permanent water source),No selection,No,No selection,"",Yes,,Note Pathercap at its roots - perhaps helping the tree? Next to healthy douglas fir
119759288,2022-06-01 10:20:57,2022-06-01,2022-06-01 17:20:57 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2022-06-01 17:23:46 UTC,2022-10-12 15:55:14 UTC,research,,https://www.inaturalist.org/observations/119759288,https://static.inaturalist.org/photos/202484155/medium.jpeg,,"","Healthy, could be some light thinning at top.",1,0,false,2,"Cornwall Park, Bellingham, WA 98225, USA",48.7796272213,-122.4849743396,33,,,,33,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",,0,,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,""
119901420,2022-05-27 19:35:10,2022-05-27,2022-05-28 02:35:10 UTC,Pacific Time (US & Canada),5713429,cavermatthew,,2022-06-02 17:59:38 UTC,2022-06-02 18:00:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/119901420,https://inaturalist-open-data.s3.amazonaws.com/photos/202737058/medium.jpg,,"","",1,0,false,,"King County, US-WA, US",47.672537,-122.311365,22,,,,22,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Branch Dieback or 'Flagging',Not Sure,30-59% of the canopy is unhealthy,,0,,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Forest edge,"Medium (moderately used trails, etc)",Upland or well drained,Tree does not typically have access to water in summer,Top of slope,Not sure,This is the first time I have seen this tree,15,Yes,,
120462620,2022-06-05 18:11:49,2022-06-05,2022-06-06 01:11:49 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2022-06-06 04:12:11 UTC,2022-06-09 08:52:25 UTC,casual,,https://www.inaturalist.org/observations/120462620,https://static.inaturalist.org/photos/203748776/medium.jpeg,,"",,0,0,true,2,"Gladstone, OR, USA",45.3774722222,-122.6033444444,,,,,,,open,false,,,,Clackamas,Oregon,United States,Oregon,Clackamas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Multiple Symptoms (please list in Notes),Not Sure,30-59% of the canopy is unhealthy,,More than 10,,No,,,,,,,,,,,,,,The trees have no room and are all in a line. The canopies have been cut off or removed and the trees seem unhealthy with brown patches
120462748,2022-06-05 13:32:38,2022-06-05,2022-06-05 20:32:38 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2022-06-06 04:13:48 UTC,2022-06-07 22:03:43 UTC,casual,,https://www.inaturalist.org/observations/120462748,https://static.inaturalist.org/photos/203749052/medium.jpeg,,"",,0,0,true,2,"Portland, OR 97209, USA",45.5266277778,-122.6877611111,,,,,,,open,false,gps,gps,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",,0,,No,,,,,,,,,,,,,,"The tree has been pruned around the side of the building, but is otherwise healthy"
120618616,2022-06-06 15:06:40,2022-06-06,2022-06-06 22:06:40 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2022-06-07 03:39:11 UTC,2022-06-09 08:44:07 UTC,research,,https://www.inaturalist.org/observations/120618616,https://static.inaturalist.org/photos/204029986/medium.jpeg,,"",,1,0,false,2,"Eastmoreland, Portland, OR 97202, USA",45.4797888889,-122.6353722222,,,,,,,open,false,gps,gps,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",,0,,No,,,,,,,,,,,,,,
120618786,2022-06-06 15:22:53,2022-06-06,2022-06-06 22:22:53 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2022-06-07 03:41:44 UTC,2022-06-09 08:44:05 UTC,research,,https://www.inaturalist.org/observations/120618786,https://static.inaturalist.org/photos/204030432/medium.jpeg,,"",,1,0,false,2,"SE 28th & Carlton, Portland, OR 97202, USA",45.4777472222,-122.6360916667,,,,,,,open,false,gps,gps,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",,0,,No,No selection,Large (too big to wrap arms around trunk),,,,,,,,,,,,
120618930,2022-06-06 15:23:57,2022-06-06,2022-06-06 22:23:57 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2022-06-07 03:43:01 UTC,2022-06-09 08:44:03 UTC,research,,https://www.inaturalist.org/observations/120618930,https://static.inaturalist.org/photos/204030666/medium.jpeg,,"",,1,0,false,2,"SE 28th & Carlton, Portland, OR 97202, USA",45.4776027778,-122.636175,,,,,,,open,false,gps,gps,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",,0,,No,,,,,,,,,,,,,,
120619075,2022-06-06 15:36:50,2022-06-06,2022-06-06 22:36:50 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2022-06-07 03:44:36 UTC,2022-06-09 17:35:15 UTC,research,,https://www.inaturalist.org/observations/120619075,https://static.inaturalist.org/photos/204030903/medium.jpeg,,"",,1,0,false,2,"SE 28th & Carlton, Portland, OR 97202, USA",45.4773388889,-122.6366055556,,,,,,,open,false,gps,gps,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Yes (please include photo),"Healthy, no dieback(0%)",,0,,No,,Large (too big to wrap arms around trunk),Suburban,,,,,,,,,,,"Mild burn damage, but otherwise completely healthy. No sign of holes in trunk"
120619497,2022-06-06 15:41:12,2022-06-06,2022-06-06 22:41:12 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2022-06-07 03:48:14 UTC,2022-06-09 17:34:43 UTC,research,,https://www.inaturalist.org/observations/120619497,https://static.inaturalist.org/photos/204031415/medium.jpeg,,"",,1,0,false,2,"SE 28th & Carlton, Portland, OR 97202, USA",45.477482401,-122.6376020908,47,,,,47,,open,false,gps,gps,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,,tree is dead,,More than 10,,Not sure,Other (please describe in Notes),,,,,,,,,,,,,All the dead trees are on the golf course side of the lake. All the trees on Reed Campus and the Rhododendron Gardens are perfectly healthy with no issues. They must be using a pesticide or toxics on that side of the lake.
121140379,2022-06-10 13:34:19,2022-06-10,2022-06-10 20:34:19 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2022-06-10 20:38:06 UTC,2022-10-12 15:42:19 UTC,research,,https://www.inaturalist.org/observations/121140379,https://static.inaturalist.org/photos/204963983/medium.jpeg,,"",Forked dead top.,1,0,false,2,"Bellingham, WA, USA",48.778552152,-122.4539532512,7,,,,7,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),No selection,30-59% of the canopy is unhealthy,,0,,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,""
121455214,2022-06-12 11:19:38,2022-06-12,2022-06-12 18:19:38 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2022-06-12 18:21:43 UTC,2022-06-13 05:19:43 UTC,research,,https://www.inaturalist.org/observations/121455214,https://static.inaturalist.org/photos/205523036/medium.jpeg,,"",Healthy ,1,0,false,2,"Alger, WA, USA",48.6350875329,-122.3405826464,526,,,,526,,open,false,gps,gps,,Skagit,Washington,United States,Washington,Skagit,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",,0,,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,""
121462723,2022-06-12 12:03:05,2022-06-12,2022-06-12 19:03:05 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2022-06-12 19:04:14 UTC,2022-09-01 03:49:43 UTC,research,,https://www.inaturalist.org/observations/121462723,https://static.inaturalist.org/photos/205536535/medium.jpeg,,"",Healthy ,1,0,false,2,"Alger, WA, USA",48.6202888287,-122.3345969617,8,,,,8,,open,false,gps,gps,,Skagit,Washington,United States,Washington,Skagit,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",,0,,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,""
121521502,2022-06-12 18:08:55,2022-06-12,2022-06-13 01:08:55 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2022-06-13 01:18:04 UTC,2022-06-13 01:18:42 UTC,needs_id,,https://www.inaturalist.org/observations/121521502,https://static.inaturalist.org/photos/205644063/medium.jpeg,,"",One dead top among many healthy around golf course. Poor quality photo due to distance.,0,0,false,2,"Bellingham, WA 98226, USA",48.8486824963,-122.4090239033,8,,,,8,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),No selection,30-59% of the canopy is unhealthy,,0,,Not sure,No selection,No selection,No Selection,,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,""
121694631,2022-06-13 19:50:06,2022-06-13,2022-06-14 02:50:06 UTC,America/Vancouver,2823934,outdoorobserver,Radu Scurtescu,2022-06-14 05:05:38 UTC,2022-06-24 17:28:07 UTC,research,,https://www.inaturalist.org/observations/121694631,https://static.inaturalist.org/photos/205962230/medium.jpeg,,"",,1,0,false,2,"Burnaby, BC V5C 6G9, Canada",49.259945,-123.0073399722,,,,,,,open,false,gps,gps,,Greater Vancouver,British Columbia,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",,0,0,No,No selection,Medium (can wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Wetland, lots of water",Tree has access to water year round (watered in summer or near permanent water source),Area is flat (e.g. field),No,This is the first time I have seen this tree,,No preference,,""
122254099,2022-06-17 20:03:55-07:00,2022-06-17,2022-06-18 03:03:55 UTC,Pacific Time (US & Canada),5480480,tbill,,2022-06-18 03:09:55 UTC,2022-06-18 14:37:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/122254099,https://inaturalist-open-data.s3.amazonaws.com/photos/206971501/medium.jpg,,"","",1,0,false,3,"Lopez Island, Lopez Island, WA, US",48.5376712494,-122.8701634427,6,,,,6,,open,false,,,Lopez Island,San Juan,Washington,United States,Washington,San Juan,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),No selection,tree is dead,,More than 10,80,Not sure,No selection,Large (too big to wrap arms around trunk),Rural,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree may have occassional access to water in summer (watered by someone),Summit of hill or mountain,No selection,No selection,10,Yes,,""
